VYears,Source,Vineyard,Block,Variety,Acres,Tier,Budbreak,Bloom,Veraison,BunchesPerVine,BunchWt(kg),BerryMass(g),Brix,pH,TA,GDDtoHarvest,HarvestDate,Yield (Tonnes),ActualT/A,
2013,Own,McIntyre,K,Petit Verdot,1.88,1,1-May-13,10-Jun-13,25-Aug-13,31.9,0.1347,1.03,24.0,2.96,11.90,,30-Oct-13,5.7070,3.04,
2013,Own,McIntyre,L,Malbec,2.11,1,1-May-13,14-Jun-13,19-Aug-13,20.9,0.3003,2.03,23.4,3.18,8.25,,30-Oct-13,7.9500,3.77,
2013,Own,McIntyre,M,Cabernet Franc,8.43,3,26-Apr-13,11-Jun-13,22-Aug-13,18.4,0.1542,1.14,24.5,3.12,6.90,,30-Oct-13,26.6310,3.16,
2013,Own,McIntyre,N,Fallow,23.75,,,,,,,,,,,,,,,
2013,Own,McIntyre,O,Pinot Noir,4.14,3,29-Apr-13,10-Jun-13,14-Aug-13,23.5,0.1245,1.10,21.7,3.11,9.94,,29-Sep-13,13.0770,3.16,
2013,Own,McIntyre,P,Fallow,6.48,,,,,,,,,,,,,,,
2013,Own,McIntyre,Q,Cabernet Sauvignon,19.34,3,28-Apr-13,10-Jun-13,16-Aug-13,21.4,0.1417,1.03,22.7,3.00,8.48,,29-Oct-13,60.6900,3.14,
2010,Own,Bullpine,D,Merlot,14.55,1,24-Apr-10,20-Jun-10,24-Aug-10,19.1,0.1433,1.21,24.8,3.20,10.11,1364.2,14-Oct-10,31.3440,2.15,
2010,Own,Bullpine,F,Merlot,7.31,2,23-Apr-10,21-Jun-10,26-Aug-10,13.5,0.1170,1.09,23.3,3.13,10.76,1364.9,15-Oct-10,10.4690,1.43,
2013,Own,Nk_Mip,3,Shiraz,5.65,1,26-Apr-13,11-Jun-13,8-Aug-13,27.0,0.2090,1.03,21.5,3.16,5.91,,10-Oct-13,20.1150,3.56,
2010,Own,Bullpine,G,Merlot,13.05,2,23-Apr-10,20-Jun-10,23-Aug-10,17.3,0.1519,1.25,25.0,3.35,8.10,1364.9,19-Oct-10,41.3620,3.17,
2013,Own,Nk_Mip,B,Cabernet Sauvignon,6.74,1,26-Apr-13,5-Jun-13,10-Aug-13,26.3,0.1671,0.99,23.9,3.26,5.23,,27-Oct-13,20.4000,3.03,
2013,Own,Nk_Mip,C,Shiraz,3.27,1,26-Apr-13,12-Jun-13,16-Aug-13,27.2,0.2295,1.26,23.4,3.12,6.11,,30-Oct-13,11.0420,3.38,
2013,Own,Nk_Mip,D,Cabernet Franc,1.65,1,25-Apr-13,5-Jun-13,22-Aug-13,28.1,0.2415,1.21,24.5,3.16,5.41,,30-Oct-13,6.6890,4.05,
2010,Own,Bullpine,K,Merlot,7.98,2,23-Apr-10,20-Jun-10,22-Aug-10,18.7,0.1883,0.99,23.4,3.21,11.45,1339.1,6-Oct-10,37.1660,4.66,
2013,Own,Nk_Mip,F,Shiraz,0.14,1,26-Apr-13,5-Jun-13,7-Aug-13,25.7,0.2295,1.26,23.4,3.12,6.11,,30-Oct-13,,,
2010,Own,Bullpine,O,Merlot,11.36,3,23-Apr-10,20-Jun-10,24-Aug-10,17.1,0.1625,1.06,25.6,3.10,10.63,1364.9,16-Oct-10,37.3490,3.29,
2013,Own,Sumac,A,Gewurztraminer,0.79,3,1-May-13,,,28.9,0.1148,1.14,19.3,2.64,13.45,,25-Oct-13,0.8680,1.10,
2013,Own,Sumac,B,Gewurztraminer,0.59,3,1-May-13,,,14.4,0.0766,1.19,23.4,3.13,5.97,,25-Oct-13,,,
2013,Own,Sumac,C,Riesling,1.23,3,2-May-13,,,30.8,0.1388,0.95,20.3,2.68,13.40,,25-Oct-13,5.9740,4.86,
2013,Own,Sumac,D,Pinot Noir,0.19,3,1-May-13,,,24.7,0.1326,1.11,21.2,2.88,14.27,,25-Oct-13,0.8680,4.57,
2013,Own,Thomas,1,Viognier,1.42,1,1-May-13,15-Jun-13,14-Aug-13,14.5,0.2335,1.47,22.8,3.04,9.64,,6-Oct-13,5.9810,4.21,
2013,Own,Thomas,10,Pinot Gris,1.48,2,2-May-13,13-Jun-13,15-Aug-13,24.0,0.1895,1.09,22.1,3.13,7.84,,18-Sep-13,6.2670,4.23,
2013,Own,Thomas,11,Chardonnay,3.01,3,29-Apr-13,12-Jun-13,12-Aug-13,17.8,0.2022,1.58,21.9,3.10,10.11,,24-Sep-13,17.1540,5.70,
2013,Own,Thomas,12,Pinot Gris,5.93,2,2-May-13,13-Jun-13,15-Aug-13,17.8,0.1543,1.15,23.1,3.16,8.26,,17-Sep-13,27.8640,4.70,
2013,Own,Thomas,13,Pinot Gris,4.66,2,2-May-13,13-Jun-13,14-Aug-13,18.9,0.1542,1.15,21.7,3.15,8.84,,17-Sep-13,21.0560,4.52,
2013,Own,Thomas,14,Chardonnay,1.33,3,29-Apr-13,13-Jun-13,12-Aug-13,27.2,0.2070,1.50,21.1,3.07,10.36,,23-Sep-13,7.9170,5.95,
2013,Own,Thomas,15,Chardonnay,4.03,1,29-Apr-13,13-Jun-13,12-Aug-13,27.4,0.1613,1.36,22.4,3.15,8.13,,24-Sep-13,18.3370,4.55,
2013,Own,Thomas,16,Chardonnay,3.78,1,29-Apr-13,12-Jun-13,12-Aug-13,22.2,0.1719,1.35,22.4,3.15,8.94,,18-Sep-13,18.8470,4.99,
2013,Own,Thomas,17,Chardonnay,1.29,3,29-Apr-13,12-Jun-13,13-Aug-13,24.5,0.1416,1.42,22.0,3.18,8.84,,18-Sep-13,5.1400,3.98,
2013,Own,Thomas,18,Chardonnay,2.20,3,30-Apr-13,13-Jun-13,12-Aug-13,23.6,0.1714,1.57,21.4,3.06,9.75,,23-Sep-13,9.7130,4.42,
2013,Own,Thomas,19,Viognier,1.94,1,3-May-13,16-Jun-13,15-Aug-13,13.1,0.2488,1.30,22.6,3.10,8.96,,6-Oct-13,5.9810,3.08,
2013,Own,Thomas,2,Viognier,4.17,2,1-May-13,15-Jun-13,14-Aug-13,14.4,0.2271,1.22,20.9,2.95,9.56,,6-Oct-13,13.9550,3.35,
2013,Own,Thomas,20,Viognier,0.99,1,3-May-13,16-Jun-13,15-Aug-13,14.1,0.2327,1.40,20.7,3.14,8.92,,6-Oct-13,3.9870,4.03,
2013,Own,Thomas,21,Pinot Gris,2.75,2,2-May-13,13-Jun-13,16-Aug-13,20.4,0.1272,1.03,23.6,3.07,8.35,,19-Sep-13,8.4940,3.09,
2013,Own,Thomas,22,Pinot Gris,2.14,2,2-May-13,13-Jun-13,15-Aug-13,20.0,0.1431,1.18,24.2,3.11,8.90,,18-Sep-13,8.1470,3.81,
2013,Own,Thomas,23,Pinot Gris,1.94,3,3-May-13,12-Jun-13,15-Aug-13,17.5,0.1842,1.04,22.3,3.06,8.50,,19-Sep-13,6.3700,3.28,
2013,Own,Thomas,24,Pinot Noir,4.98,3,3-May-13,15-Jun-13,17-Aug-13,22.6,0.1333,0.93,22.5,3.07,8.33,,6-Oct-13,11.2920,2.27,
2013,Own,Thomas,25,Pinot Gris,2.54,3,3-May-13,13-Jun-13,15-Aug-13,12.8,0.1902,0.95,20.8,3.09,9.94,,19-Sep-13,6.3700,2.51,
2013,Own,Thomas,3,Chardonnay,2.19,3,27-Apr-13,12-Jun-13,13-Aug-13,16.8,0.1947,1.56,21.2,3.28,10.62,,23-Sep-13,11.8400,5.41,
2013,Own,Thomas,4,Chardonnay,2.23,3,27-Apr-13,12-Jun-13,12-Aug-13,17.3,0.1967,1.44,21.7,3.01,10.38,,23-Sep-13,11.8760,5.33,
2013,Own,Thomas,5,Pinot Gris,1.49,2,1-May-13,13-Jun-13,14-Aug-13,16.7,0.1846,1.20,22.2,3.13,9.27,,18-Sep-13,4.3870,2.94,
2013,Own,Thomas,6,Pinot Gris,1.98,2,1-May-13,12-Jun-13,14-Aug-13,20.9,0.1962,1.07,21.5,3.13,8.15,,18-Sep-13,8.1470,4.11,
2013,Own,Thomas,7,Chardonnay,2.93,3,29-Apr-13,11-Jun-13,11-Aug-13,19.4,0.1843,1.51,22.1,3.08,9.08,,24-Sep-13,14.5380,4.96,
2013,Own,Thomas,8,Chardonnay,1.72,3,26-Apr-13,12-Jun-13,12-Aug-13,24.6,0.1559,1.53,22.4,3.13,8.32,,23-Sep-13,7.7700,4.52,
2013,Own,Thomas,9,Pinot Gris,2.03,2,30-Apr-13,13-Jun-13,15-Aug-13,15.2,0.1774,1.11,21.8,3.14,8.95,,18-Sep-13,6.2670,3.09,
2013,Own,Whitetail,A,Semillon,2.98,1,5-May-13,18-Jun-13,13-Aug-13,9.9,0.2007,1.64,22.1,3.25,8.69,,12-Sep-13,4.1180,1.38,
2013,Own,Whitetail,A2,Fallow,8.07,,,,,,,,,,,,,,,
2013,Own,Whitetail,B,Riesling,3.24,3,6-May-13,15-Jun-13,20-Aug-13,12.0,0.1328,0.82,21.5,2.82,11.43,,29-Sep-13,3.9680,1.22,
2013,Own,Whitetail,B2,Fallow,4.92,,,,,,,,,,,,,,,
2013,Own,Whitetail,C,Chardonnay,14.21,3,30-Apr-13,7-Jun-13,13-Aug-13,13.9,0.1321,1.36,21.6,3.12,9.93,,1-Oct-13,24.7060,1.74,
2013,Own,Whitetail,D,Sauvignon Blanc,18.03,1,30-Apr-13,12-Jun-13,12-Aug-13,23.8,0.1518,1.58,20.2,3.05,12.18,,11-Sep-13,83.4300,4.63,
2013,Own,Whitetail,E,Sauvignon Blanc,16.62,3,30-Apr-13,12-Jun-13,12-Aug-13,24.9,0.1361,1.26,19.8,2.95,14.14,,6-Sep-13,65.4420,3.94,
2013,Own,Whitetail,F,Cabernet Sauvignon,12.58,3,4-May-13,12-Jun-13,14-Aug-13,21.9,0.1466,1.17,23.4,3.07,8.40,,23-Oct-13,41.6000,3.31,
2010,Own,Bullpine,U,Merlot,11.10,3,23-Apr-10,20-Jun-10,21-Aug-10,18.4,0.1480,1.13,24.9,3.19,8.46,1364.2,14-Oct-10,47.5920,4.29,
2013,Own,Whitetail,H,Pinotage,0.85,3,1-May-13,12-Jun-13,14-Aug-13,24.9,0.1833,1.42,25.7,3.11,8.51,,22-Oct-13,4.2070,4.95,
2013,Own,Whitetail,I,Gewurztraminer,12.32,3,29-Apr-13,7-Jun-13,10-Aug-13,21.4,0.1325,1.41,23.6,3.50,5.90,,22-Sep-13,60.1980,4.89,
2013,Own,Whitetail,J,Riesling,7.71,3,3-May-13,17-Jun-13,20-Aug-13,26.3,0.1304,1.29,23.3,2.79,13.73,,21-Oct-13,28.1580,3.65,
2013,Own,Whitetail,K,Gewurztraminer,15.69,3,29-Apr-13,11-Jun-13,12-Aug-13,24.0,0.1653,1.34,22.6,3.23,7.89,,3-Oct-13,82.1380,5.24,
2013,Own,Whitetail,L_Bottom,Riesling,8.71,3,4-May-13,18-Jun-13,20-Aug-13,23.4,0.1276,1.38,22.6,2.82,13.73,,20-Oct-13,8.6930,1.00,
2013,Own,Whitetail,L_Top,Riesling,4.06,2,3-May-13,10-Jun-13,16-Aug-13,26.8,,1.12,,,,,15-Oct-13,20.8800,5.14,
2013,Own,Whitetail,M,Riesling,6.60,3,5-May-13,18-Jun-13,21-Aug-13,21.5,0.1412,1.44,21.7,2.81,15.13,,20-Oct-13,19.7350,2.99,
2013,Own,Whitetail,N,Pinot Blanc,3.20,3,4-May-13,17-Jun-13,19-Aug-13,17.2,0.2120,,19.3,2.97,12.37,,1-Oct-13,18.3410,5.73,
2013,Own,Whitetail,N2,Vidal,6.37,3,6-May-13,17-Jun-13,18-Aug-13,33.7,0.2074,1.37,20.7,2.93,11.02,,21-Oct-13,23.9470,3.76,
2013,Own,Whitetail,O,Vidal,9.57,3,6-May-13,16-Jun-13,18-Aug-13,31.0,0.2235,1.40,20.7,2.93,11.67,,21-Oct-13,46.3792,4.85,
2013,Own,Whitetail,OIB_North,Chardonnay,18.05,3,28-Apr-13,11-Jun-13,16-Aug-13,11.2,0.1032,1.04,21.5,3.18,7.79,,2-Oct-13,27.5840,1.53,
2013,Own,Whitetail,OIB_South,Chardonnay,11.52,3,28-Apr-13,12-Jun-13,16-Aug-13,10.2,0.1076,1.12,22.3,3.21,8.13,,2-Oct-13,7.1530,0.62,
2013,Own,Whitetail,P,Pinot Gris,4.32,3,3-May-13,15-Jun-13,14-Aug-13,26.6,0.1282,1.08,22.2,2.90,11.47,,26-Sep-13,17.3340,4.01,
2014,Own,Bearcub,A,Shiraz,7.62,1,27-Apr-14,10-Jun-14,10-Aug-14,20.29,0.1835,1.54,26.2,3.62,4.53,1596.8,31-Oct-14,23.368,3.067,
2014,Own,Bearcub,A2,Shiraz,6.47,,25-Apr-14,,,,,,,,,,,,,
2014,Own,Bearcub,B,Cabernet Sauvignon,11.67,3,2-May-14,8-Jun-14,16-Aug-14,22.27,0.1316,0.97,25.6,3.22,6.2,1596.8,3-Nov-14,39.673,3.400,
2014,Own,Bearcub,C,Cabernet Sauvignon,9.95,1,3-May-14,10-Jun-14,14-Aug-14,22.86,0.1283,1.09,26,3.33,5.92,1596.8,2-Nov-14,26.422,2.655,
2014,Own,Bearcub,D,Cabernet Sauvignon,10.95,3,29-Apr-14,8-Jun-14,15-Aug-14,18.6,0.139,1.1,23.7,3.21,6.4,1596.8,3-Nov-14,48.801,4.457,
2014,Own,Bearcub,E,Cabernet Sauvignon,10.92,3,29-Apr-14,8-Jun-14,12-Aug-14,24.14,0.1378,1,25,3.32,5.59,1596.6,26-Oct-14,36.141,3.310,
2014,Own,Bearcub,F,Shiraz,10.36,3,26-Apr-14,10-Jun-14,9-Aug-14,24.46,0.19,1.44,24.6,3.29,6.12,1596.6,30-Oct-14,37.669,3.636,
2010,Own,Bullpine,Z1,Merlot,3.34,3,24-Apr-10,22-Jun-10,24-Aug-10,22.2,0.1469,1.09,23.7,3.20,11.11,1339.1,6-Oct-10,9.4150,2.82,
2010,Own,Dark_Horse,1,Merlot,1.79,1,23-Apr-10,24-Jun-10,23-Aug-10,14.2,0.1340,0.99,25.0,3.22,8.90,,7-Oct-10,5.0199,2.80,
2014,Own,Bearcub,I,Cabernet Franc,10.56,1,22-Apr-14,9-Jun-14,17-Aug-14,19.7,0.1872,1.47,25,3.52,4.88,1600.4,6-Nov-14,41.679,3.947,
2014,Own,Bearcub,J,Chardonnay,10.25,3,28-Apr-14,8-Jun-14,11-Aug-14,28.42,0.1817,1.35,21.6,3.2,9.37,1508,27-Sep-14,79.373,7.744,
2014,Own,Bearcub,K,Zinfandel,5.11,1,3-May-14,11-Jun-14,15-Aug-14,21.17,0.2269,1.79,25.9,3.19,6.16,1596.6,28-Oct-14,18.177,3.557,
2014,Own,Bearcub,K2,Zinfandel,5.16,2,30-Apr-14,11-Jun-14,13-Aug-14,32.44,0.203,1.85,26.6,3.28,6.86,1598.6,5-Nov-14,14.461,2.803,
2014,Own,Bearcub,L,Pinot Noir,8.19,3,30-Apr-14,11-Jun-14,13-Aug-14,29.86,0.133,1.32,25,3.19,7.32,1486.1,23-Sep-14,27.333,3.337,
2014,Own,Bearcub,L2,Sangiovese,0.84,3,30-Apr-14,10-Jun-14,17-Aug-14,20.4,0.2327,2,26,3.2,7.16,1596.8,1-Nov-14,3.267,3.889,
2014,Own,Bearcub,M,Sauvignon Blanc,6.68,3,29-Apr-14,10-Jun-14,13-Aug-14,30.4,0.1147,1.3,19,2.84,13.63,1387.5,8-Sep-14,36.91,5.525,
2014,Own,Bearcub,N,Sauvignon Blanc,6.29,3,29-Apr-14,12-Jun-14,14-Aug-14,38.02,0.1273,1.45,20.4,2.77,13.81,1392.6,9-Sep-14,41.292,6.565,
2014,Own,Bearcub,O,Shiraz,6.56,3,26-Apr-14,10-Jun-14,13-Aug-14,18.33,0.1906,1.58,25,3.27,7.58,1596.8,1-Nov-14,27.888,4.251,
2014,Own,Bearcub,P,Pinot Noir,4.15,3,26-Apr-14,9-Jun-14,14-Aug-14,28.06,0.1391,1.3,24.9,3.19,6.41,1478.8,22-Sep-14,14.963,3.606,
2014,Own,Bearcub,Q,Cabernet Sauvignon,9.05,2,2-May-14,8-Jun-14,14-Aug-14,19.19,0.1306,0.98,24.6,3.23,5.89,1596.6,27-Oct-14,27.224,3.008,
2014,Own,Bearcub,R,Sauvignon Blanc,5.59,3,28-Apr-14,10-Jun-14,9-Aug-14,38.04,0.1264,1.39,19.8,2.73,14.36,1392.6,9-Sep-14,36.91,6.603,
2010,Own,Dark_Horse,2,Merlot,2.30,1,23-Apr-10,23-Jun-10,23-Aug-10,16.0,0.1751,1.06,25.0,3.20,8.32,,7-Oct-10,7.1041,3.09,
2014,Own,BSV,4D,Chardonnay,2.41,3,1-May-14,8-Jun-14,15-Aug-14,33.69,0.1711,1.48,23,3.16,8.58,,29-Sep-14,10.859,4.506,
2014,Own,BSV,4E,Chardonnay,1.65,3,29-Apr-14,8-Jun-14,15-Aug-14,26.02,0.1889,1.64,22.7,3.14,8.77,,29-Sep-14,6.786,4.113,
2014,Own,BSV,4F,Semillon,0.24,3,29-Apr-14,11-Jun-14,14-Aug-14,25.5,0.24,2.06,20.5,3.17,8.67,,29-Sep-14,1.202,5.008,
2014,Own,BSV,4G,Cabernet Franc,1.47,2,29-Apr-14,9-Jun-14,23-Aug-14,21.8,0.2157,1.47,23.5,3.3,6.5,,2-Nov-14,3.934,2.676,
2014,Own,BSV,4H,Cabernet Franc,4.69,2,29-Apr-14,9-Jun-14,23-Aug-14,28.444,0.1938,1.32,23.4,3.25,7.04,,2-Nov-14,14.741,3.143,
2010,Own,Dark_Horse,3,Merlot,1.05,1,23-Apr-10,21-Jun-10,19-Aug-10,23.0,0.1292,1.30,24.2,3.22,7.14,,7-Oct-10,3.0824,2.94,
2014,Own,BSV,5B1,Malbec,0.73,1,3-May-14,11-Jun-14,14-Aug-14,35.67,0.2693,1.66,24.4,3.45,5.34,,1-Nov-14,1.667,2.284,
2014,Own,BSV,5B2,Zinfandel,0.73,1,2-May-14,11-Jun-14,15-Aug-14,30.64,0.4228,2.3,23,3.18,7.99,,28-Oct-14,2.574,3.526,
2014,Own,BSV,5B3,Tempranillo,0.73,1,3-May-14,7-Jun-14,9-Aug-14,30.11,0.3385,1.95,23.8,3.56,4.56,,1-Nov-14,1.747,2.393,
2014,Own,BSV,5C,Chardonnay,1.62,3,30-Apr-14,8-Jun-14,14-Aug-14,30.87,0.1956,1.64,22.8,3.27,8.87,,29-Sep-14,8.268,5.104,
2014,Own,BSV,Fallow,Fallow,30.49,,,,,,,,,,,,,,,
2014,Own,BSV2,1,Shiraz,9.41,2,29-Apr-14,15-Jun-14,6-Aug-14,19.03,0.2596,1.93,23.3,3.38,5.9,1685.1,2-Nov-14,33.746,3.586,
2014,Own,BSV2,1B,Cabernet Franc,4.66,1,29-Apr-14,9-Jun-14,18-Aug-14,21.58,0.1252,1.21,26.3,3.45,5.43,1685.1,2-Nov-14,7.948,1.706,
2010,Own,Dark_Horse,F,Merlot,1.89,1,23-Apr-10,23-Jun-10,20-Aug-10,14.9,0.1572,1.13,22.1,3.05,10.70,,7-Oct-10,5.2475,2.78,
2014,Own,BSV2,3,Shiraz,2.67,3,29-Apr-14,17-Jun-14,6-Aug-14,18.22,0.1825,1.59,23.7,3.56,5.57,1685.1,2-Nov-14,7.617,2.853,
2014,Own,BSV2,4,Cabernet Sauvignon,7.38,1,29-Apr-14,11-Jun-14,7-Aug-14,26.24,0.1224,1.23,25.9,3.19,6.74,1688.8,6-Nov-14,18.437,2.498,
2014,Own,BSV2,4B,Cabernet Sauvignon,4.09,1,29-Apr-14,11-Jun-14,7-Aug-14,18.25,0.1177,0.97,26.4,3.29,6.19,1688.8,6-Nov-14,5.885,1.439,
2010,Own,Dark_Horse,J,Merlot,1.24,1,23-Apr-10,23-Jun-10,24-Aug-10,20.5,0.1566,0.90,24.7,3.14,9.83,,7-Oct-10,4.0481,3.26,
2010,Own,Dark_Horse,K,Merlot,0.38,1,25-Apr-10,24-Jun-10,20-Aug-10,21.1,0.1566,1.15,24.7,3.14,9.83,,7-Oct-10,1.0245,2.70,
2010,Grower,G+M Gill,A,Merlot,1.64,3,,,,n/c,0.1559,n/c,20.8,3.00,15.08,n/a,17-Oct,,0.00,
2010,Grower,G+M Gill,D,Merlot,3.62,3,,,,15.9,0.1017,n/c,19.0,2.99,17.35,n/a,7-Oct,,0.00,
2010,Grower,Inkameep,Cs,Merlot,1.91,3,,,,20.4,0.1216,n/c,26.0,2.89,9.89,1167.7,7-Oct,4.10,1.43,
2014,Own,Bullpine,E,Shiraz,6.34,3,23-Apr-14,11-Jun-14,15-Aug-14,20.7,0.2059,1.73,23.4,3.4,6.72,1692.3,4-Nov-14,28.353,4.472,
2010,Grower,Inkameep,F,Merlot,6.43,3,,,,16.3,0.0974,n/c,23.2,3.18,9.02,1145.2,29-Sep,1.19,0.40,
2010,Grower,Inkameep,H,Merlot,3.45,3,,,,21.1,n/c,n/c,n/c,n/c,n/c,1145.2,29-Sep,1.03,0.35,
2014,Own,Bullpine,H,Shiraz,11.25,1,22-Apr-14,11-Jun-14,14-Aug-14,23.82,0.2144,1.78,22.8,3.39,6.65,1692.3,5-Nov-14,46.01,4.090,
2014,Own,Bullpine,I,Viognier,7.70,3,28-Apr-14,9-Jun-14,14-Aug-14,20.34,0.1509,1.29,27.7,3.49,5.96,1671.9,14-Oct-14,23.996,3.116,
2010,Grower,Inkameep,I,Merlot,5.20,1,,,,29.7,0.1157,n/c,34.4,3.17,8.68,1167.7,7-Oct,2.52,1.56,
2010,Grower,Inkameep,M,Merlot,6.49,1,,,,20.8,0.1077,n/c,23.8,3.22,8.33,1167.7,7-Oct,5.89,2.00,
2014,Own,Bullpine,L,Shiraz,9.39,3,24-Apr-14,12-Jun-14,12-Aug-14,20.41,0.224,1.93,23.6,3.31,7.32,1692.3,5-Nov-14,40.105,4.271,
2014,Own,Bullpine,M,Chardonnay,8.51,4,25-Apr-14,7-Jun-14,13-Aug-14,33.24,0.097,1.09,21.9,3.06,9.97,1468.8,10-Sep-14,15.967,1.876,
2014,Own,Bullpine,N,Pinot Noir,4.42,3,1-May-14,7-Jun-14,15-Aug-14,24.84,0.1036,1.38,23.3,3.29,7.68,1611.8,2-Oct-14,11.88,2.688,
2010,Grower,Inkameep,Z8,Merlot,0.44,1,,,,23.4,0.1458,n/c,23.9,3.21,10.73,1155.3,2-Oct,5.57,1.53,
2014,Own,Bullpine,P,Cabernet Sauvignon,10.47,3,3-May-14,10-Jun-14,18-Aug-14,18.33,0.094,1.02,27.1,3.21,6.08,1689.8,24-Oct-14,16.134,1.541,
2014,Own,Bullpine,R,Cabernet Sauvignon,12.87,3,2-May-14,10-Jun-14,20-Aug-14,24.01,0.0892,0.86,26.5,3.18,6.98,1689.8,24-Oct-14,9.164,0.712,
2014,Own,Bullpine,S,Cabernet Sauvignon,6.99,3,2-May-14,10-Jun-14,19-Aug-14,31.51,0.0785,1.03,26.6,3.27,6.03,1689.8,23-Oct-14,13.991,2.002,
2014,Own,Bullpine,T,Cabernet Sauvignon,12.03,1,1-May-14,9-Jun-14,18-Aug-14,20.16,0.1001,1.02,26.5,3.22,6.94,1695.3,7-Nov-14,19.777,1.644,
2010,Own,Jentsch,A,Merlot,7.41,3,26-Apr-10,27-Jun-10,,15.6,0.1159,1.11,23.4,3.29,10.91,,5-Oct-10,26.7600,3.61,
2014,Own,Bullpine,V,Cabernet Sauvignon,8.81,3,1-May-14,8-Jun-14,16-Aug-14,37.52,0.0913,1.08,27.4,3.17,6.43,1686.8,21-Oct-14,22.108,2.509,
2014,Own,Bullpine,W,Cabernet Sauvignon,10.42,3,1-May-14,10-Jun-14,15-Aug-14,26.49,0.0946,0.89,28.1,3.14,7.13,1686.9,22-Oct-14,27.179,2.608,
2014,Own,Bullpine,X,Pinot Noir,12.42,3,30-Apr-14,8-Jun-14,16-Aug-14,21.02,0.1244,1.65,21.7,3.03,8.83,1657,11-Oct-14,55.919,4.502,
2014,Own,Bullpine,Y,Sauvignon Blanc,12.49,3,30-Apr-14,13-Jun-14,12-Aug-14,27.89,0.0965,1.44,20.1,2.81,13.93,1411,4-Sep-14,56.33,4.510,
2010,Own,Nk_Mip,1,Merlot,1.54,1,20-Apr-10,16-Jun-10,20-Aug-10,18.0,0.1325,1.09,23.6,3.21,9.10,,11-Oct-10,4.0450,2.63,
2014,Own,Bullpine,Z2,Shiraz,6.54,3,29-Apr-14,8-Jun-14,9-Aug-14,16.9,0.1415,1.5,25.2,3.62,4.74,1676.4,18-Oct-14,15.116,2.311,
2010,Own,Nk_Mip,2,Merlot,1.06,1,19-Apr-10,16-Jun-10,19-Aug-10,25.3,0.1518,1.15,24.5,3.15,7.66,,18-Oct-10,3.9700,3.75,
2010,Own,Nk_Mip,A,Merlot,4.70,1,19-Apr-10,17-Jun-10,19-Aug-10,27.0,0.1756,1.14,25.9,3.19,7.03,,11-Oct-10,16.3200,3.47,
2010,Own,Nk_Mip,E,Merlot,0.09,,,,,,,,,,,,,,,
2014,Own,Dark_Horse,A,Tempranillo,2.31,3,4-May-14,12-Jun-14,9-Aug-14,11.02,0.2829,1.97,24.9,3.19,6.5,,28-Oct-14,7.194,3.114,
2014,Own,Dark_Horse,B,Chardonnay,1.43,1,29-Apr-14,8-Jun-14,16-Aug-14,19.8,0.1733,1.38,23,3.18,7.47,,7-Oct-14,6.65,4.650,
2014,Own,Dark_Horse,C,Cabernet Sauvignon,2.21,2,29-Apr-14,11-Jun-14,17-Aug-14,16.49,0.1572,1.2,24.1,3.17,6.57,,28-Oct-14,5.371,2.430,
2014,Own,Dark_Horse,D,Cabernet Franc,1.59,2,29-Apr-14,10-Jun-14,17-Aug-14,21.42,0.2003,1.49,25,3.2,5.86,,28-Oct-14,7.31,4.597,
2014,Own,Dark_Horse,E,Chardonnay,0.62,1,29-Apr-14,10-Jun-14,11-Aug-14,27.47,0.1834,1.41,25,3.11,8.75,,7-Oct-14,4,6.452,
2010,Own,Nk_Mip,G,Merlot,3.07,1,20-Apr-10,18-Jun-10,20-Aug-10,23.5,0.1595,1.10,24.6,3.18,8.77,,11-Oct-10,6.6220,2.16,
2014,Own,Dark_Horse,G,Pinot Noir,2.33,3,1-May-14,9-Jun-14,6-Aug-14,20.89,0.1851,1.06,25.3,3.32,5.76,,16-Oct-14,6.87,2.948,
2014,Own,Dark_Horse,H,Riesling,1.83,3,29-Apr-14,11-Jun-14,16-Aug-14,29.61,0.1936,1.36,23.3,2.92,8.95,,16-Oct-14,8.447,4.616,
2014,Own,Dark_Horse,I,Pinot Blanc,1.22,3,29-Apr-14,12-Jun-14,13-Aug-14,21.16,0.2312,1.46,24.3,3.11,7.8,,16-Oct-14,6.257,5.129,
2010,Grower,Sandhu,B,Merlot,4.75,3,,,,17.4,0.1308,n/c,25.9,2.94,16.69,n/a,m/d,m/d,m/d,
2010,Grower,Sandhu,E,Merlot,5.79,3,,,,20.2,0.1145,n/c,24.6,3.18,8.10,n/a,16-Oct,10.56,4.20,
2014,Own,Dark_Horse,L,Muscat,0.25,3,29-Apr-14,12-Jun-14,10-Aug-14,17.05,0.2231,1.97,27.3,3.17,8.09,,28-Oct-14,0.673,2.692,
2014,Own,Dark_Horse,M,Marsanne_Rousanne,0.67,3,28-Apr-14,12-Jun-14,11-Aug-14,19.07,0.3536,1.47,22.7,3.18,7.49,,28-Oct-14,3.487,5.204,
2014,Own,Dark_Horse,N,Chardonnay,0.26,1,2-May-14,11-Jun-14,13-Aug-14,26,0.1613,1.27,23.4,3.09,9.65,,7-Oct-14,0.19,0.731,
2014,Own,HMV,A1,Ehrenfelser,3.60,4,4-May-14,18-Jun-14,18-Aug-14,24.78,0.1395,1.06,22.9,3.07,7.96,1275.9,25-Oct-14,8.016,2.227,
