"","Field","Block","Planted","Variety","Acres","Lag.Phase.G.Vine","Pick.Weight.Grams","X","Year","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","CommentsPlanted","CommentsFlowering","CommentsVerasion","CommentsBudburst","phenologyEvent","phenologyDate"
"830","F4","B2",1975,"Riesling",1.01,4600,NA,NA,"2003",711,"3.0 x 2.1","86g",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 19-20 June","original verasion date is NA","original budburst date is 5-6-May","Lag.Phase.Date",2003-07-28
"831","F4","B3",1990,"Pinot Noir",2.71,5400,NA,NA,"2003",3279,"2.4 x 1.3","95g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 3-May","Lag.Phase.Date",2003-07-23
"832","F4","B4",1965,"Foch",1.6,12500,NA,NA,"2003",1339,"3.0 x 2.1","80g",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 12-13 June","original verasion date is NA","original budburst date is 20-Apr","Lag.Phase.Date",2003-07-28
"833","F4","B6",1997,"Cab Sauvignon",1.38,2900,NA,NA,"2003",1900,"2.0 x 1.4","76g",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 June","original verasion date is NA","original budburst date is 4-6-May","Lag.Phase.Date",2003-07-28
"834","F4","B7",1993,"Gamay Noir",0.46,9400,NA,NA,"2003",500,"3.0 x 1.2","102g",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Lag.Phase.Date",2003-07-28
"835","F4","B8",1993,"Gamay Noir",0.46,4300,NA,NA,"2003",500,"3.0 x 1.2","76g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Lag.Phase.Date",2003-07-28
"836","F4","B9",1993,"Gamay Noir",2.22,4600,NA,NA,"2003",2418,"3.0 x 1.2","84g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 June","original verasion date is NA","original budburst date is 29-30Apr","Lag.Phase.Date",2003-07-28
"837","F4","B10",1990,"Pinot Noir",1.73,2750,NA,NA,"2003",2093,"2.4 x 1.3","82g",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Lag.Phase.Date",2003-07-23
"838","F5","B1",1997,"Chardonnay",2.18,2600,NA,NA,"2003",3000,"2.0 x 1.4","86g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Lag.Phase.Date",2003-07-23
"839","F5","B2",1997,"Chardonnay",2.18,3325,NA,NA,"2003",3000,"2.0 x 1.4","90g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Lag.Phase.Date",2003-07-23
"840","F5","B3",1997,"Chardonnay",2.18,2850,NA,NA,"2003",3000,"2.0 x 1.4","78g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 june","original verasion date is NA","original budburst date is 28-Apr","Lag.Phase.Date",2003-07-23
"842","F5","B5",1997,"Pinot Noir",1.43,1750,NA,NA,"2003",2450,"2.0 x 1.1","80g",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Lag.Phase.Date",2003-07-23
"843","F5","B6",1997,"Pinot Noir",1.87,2200,NA,NA,"2003",3200,"2.0 x 1.1","92g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 June","original verasion date is NA","original budburst date is 2-May","Lag.Phase.Date",2003-07-23
"844","F5","B7",1997,"Cab Sauvignon",1.25,3800,NA,NA,"2003",1716,"2.0 x 1.4","80g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 20-21 June","original verasion date is NA","original budburst date is 4-6 May","Lag.Phase.Date",2003-07-28
"845","F5","B8",1994,"Gewurztraminer",0.52,2200,NA,NA,"2003",632,"2.4 x 1.3","76g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-24 June","original verasion date is NA","original budburst date is 30-Apr","Lag.Phase.Date",2003-07-28
"846","F5","B9",1989,"Gewurztraminer",1.26,2700,NA,NA,"2003",1526,"2.4 x 1.3","78g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-24 June","original verasion date is NA","original budburst date is 30-Apr","Lag.Phase.Date",2003-07-28
"868","F1","B1",1994,"Cabernet Franc",0.28,1345,NA,NA,"2004",275,"2.4 x 1.2","44.8",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 23-24 Apr","Lag.Phase.Date",2004-07-12
"869","F1","B1",1994,"Merlot",0.91,2172,NA,NA,"2004",1515,"2.4 x 1.2","80.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 14-15 Jun","original verasion date is ","original budburst date is 23-24 Apr","Lag.Phase.Date",2004-07-12
"870","F1","B2",1996,"Chardonnay",1.98,684,NA,NA,"2004",4000,"2.0 x 1.0","36",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-Jun","original verasion date is ","original budburst date is 19-20 Apr","Lag.Phase.Date",2004-07-14
"871","F1","B3",1982,"Optima",4.48,2400,NA,NA,"2004",4833,"2.7 x 1.3","68.5",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 Jun","original verasion date is ","original budburst date is 26-27 Apr","Lag.Phase.Date",2004-07-19
"872","F1","B4",1982,"Riesling",5.13,4302,NA,NA,"2004",5536,"2.7 x 1.3","102.4",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 25-26 Apr","Lag.Phase.Date",2004-07-19
"873","F1","B5",1997,"Pinot Blanc",4.5,2420,NA,NA,"2004",6191,"2.1 x 1.4","86.4",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 16-Jun","original verasion date is ","original budburst date is 22-Apr","Lag.Phase.Date",2004-07-19
"874","F1","B6",1997,"Sauvignon Blanc",1.82,1995,NA,NA,"2004",2500,"2.1 x 1.4","73.8",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 26-27 Apr","Lag.Phase.Date",2004-07-19
"875","F1","B7",1975,"Chasselas",2.86,2655,NA,NA,"2004",2114,"3.0 x 2.1","75.8",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 19-20 Jun","original verasion date is ","original budburst date is ","Lag.Phase.Date",2004-07-19
"876","F2","B1",1987,"Riesling",2.86,3830,NA,NA,"2004",3078,"2.7 x 1.3","95.7",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 23-24 Apr","Lag.Phase.Date",2004-07-19
"877","F2","B2",1998,"Merlot",3.27,1970,NA,NA,"2004",4500,"2.1 x 1.4","78.8",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 25-26 Apr","Lag.Phase.Date",2004-07-12
"878","F2","B3",1975,"Chasselas",2.45,4575,NA,NA,"2004",1590,"3.0 x 2.1","86.3",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 19-20 Jun","original verasion date is ","original budburst date is ","Lag.Phase.Date",2004-07-19
"880","F2","B4",1987,"Chardonnay",1.42,3140,NA,NA,"2004",1532,"2.7 x 1.3","87.2",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 24-25 Apr","Lag.Phase.Date",2004-07-14
"881","F2","B5",1993,"Chardonnay",0.48,3986,NA,NA,"2004",800,"2.4 x 1.2","97.2",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 24-25 Apr","Lag.Phase.Date",2004-07-14
"882","F2","B6",1997,"Chenin Blanc",4.72,3225,NA,NA,"2004",6500,"2.1 x 1.4","119.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 Jun","original verasion date is ","original budburst date is 19-20 Apr","Lag.Phase.Date",2004-07-19
"883","F2","B7",1998,"Merlot",3.27,2630,NA,NA,"2004",4500,"2.1 x 1.4","84.8",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 25-26 Apr","Lag.Phase.Date",2004-07-14
"884","F2","B8",1998,"Merlot",1.16,1740,NA,NA,"2004",1600,"2.1 x 1.4","82.8",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is ","Lag.Phase.Date",2004-07-14
"885","F2","B9",1998,"Gamay Noir",0.91,2804,NA,NA,"2004",1257,"2.1 x 1.4","103",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-Jun","original verasion date is ","original budburst date is 15-16 Apr","Lag.Phase.Date",2004-07-12
"886","F3","B1",19975,"Chenin Blanc",1.93,2314,NA,NA,"2004",1373,"3.0 x 2.1","121.7",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  19975/97","original flowering date was 17-Jun","original verasion date is ","original budburst date is 19-Apr","Lag.Phase.Date",2004-07-19
"888","F3","B3",1996,"Pinot Noir",2.47,1765,NA,NA,"2004",5000,"2.0 x 1.0","63",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Jun","original verasion date is 18-Aug","original budburst date is 26-27 Apr","Lag.Phase.Date",2004-07-14
"889","F3","B4",1996,"Chardonnay",2.47,2651,NA,NA,"2004",5000,"2.0 x 1.0","106",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 10-Jun","original verasion date is ","original budburst date is 19-20 Apr","Lag.Phase.Date",2004-07-12
"890","F3","B5",1990,"Pinot Noir",0.91,4473,NA,NA,"2004",1103,"2.4 x 1.3","111.8",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is 18-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-19
"891","F3","B6",1987,"Pinot Noir",0.5,2197,NA,NA,"2004",600,"2.4 x 1.3","91.5",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is 18-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-19
"892","F3","B7",1987,"Pinot Noir",0.96,5100,NA,NA,"2004",1160,"2.4 x 1.3","110.8",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is 18-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-19
"893","F3","B8",1975,"Pinot Noir",0.54,3385,NA,NA,"2004",631,"2.4 x 1.3","130.1",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 16-17 Jun","original verasion date is 18-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-19
"894","F4","B1",1982,"Riesling",2.23,3340,NA,NA,"2004",2614,"2.4 x 1.3","74.2",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 18-19 Jun","original verasion date is ","original budburst date is 24-25 Apr","Lag.Phase.Date",2004-07-19
"896","F4","B3",1990,"Pinot Noir",2.71,3245,NA,NA,"2004",3279,"2.4 x 1.3","69",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is 16-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-12
"899","F4","B6",1997,"Cab Sauvignon",1.38,1952,NA,NA,"2004",1900,"2.0 x 1.4","78.1",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 Jun","original verasion date is ","original budburst date is 27-28 Apr","Lag.Phase.Date",2004-07-19
"900","F4","B7",1993,"Gamay Noir",0.46,4010,NA,NA,"2004",500,"3.0 x 1.2","118",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 15-16 Apr","Lag.Phase.Date",2004-07-12
"901","F4","B8",1993,"Gamay Noir",0.46,4905,NA,NA,"2004",500,"3.0 x 1.2","104",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 15-16 Apr","Lag.Phase.Date",2004-07-12
"902","F4","B9",1993,"Gamay Noir",2.22,5200,NA,NA,"2004",2418,"3.0 x 1.2","124",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 15-16 Apr","Lag.Phase.Date",2004-07-12
"903","F4","B10",1990,"Pinot Noir",1.73,3208,NA,NA,"2004",2093,"2.4 x 1.3","80.2",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Jun","original verasion date is 16-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2004-07-12
"905","F5","B1",1997,"Chardonnay",2.18,1570,NA,NA,"2004",3000,"2.0 x 1.4","74.7",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-13 Jun","original verasion date is ","original budburst date is 21-22 Apr","Lag.Phase.Date",2004-07-14
"906","F5","B2",1997,"Chardonnay",2.18,1460,NA,NA,"2004",3000,"2.0 x 1.4","73",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-13 Jun","original verasion date is ","original budburst date is 21-22 Apr","Lag.Phase.Date",2004-07-14
"907","F5","B3",1997,"Chardonnay",2.18,2252,NA,NA,"2004",3000,"2.0 x 1.4","80.4",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-14 Jun","original verasion date is ","original budburst date is 21-22 Apr","Lag.Phase.Date",2004-07-14
"908","F5","B4",1997,"Chardonnay",0.73,2460,NA,NA,"2004",1000,"2.0 x 1.4","102",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-14 Jun","original verasion date is ","original budburst date is 21-22 Apr","Lag.Phase.Date",2004-07-14
"909","F5","B5",1997,"Pinot Noir",1.43,2445,NA,NA,"2004",2450,"2.0 x 1.1","76.4",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 Jun","original verasion date is 18-Aug","original budburst date is 26-27 Apr","Lag.Phase.Date",2004-07-14
"910","F5","B6",1997,"Pinot Noir",1.87,2990,NA,NA,"2004",3200,"2.0 x 1.1","83",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 Jun","original verasion date is 18-Aug","original budburst date is 26-27 Apr","Lag.Phase.Date",2004-07-14
"911","F5","B7",1997,"Cab Sauvignon",1.25,3055,NA,NA,"2004",1716,"2.0 x 1.4","89.8",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-18 Jun","original verasion date is ","original budburst date is 27-28 Apr","Lag.Phase.Date",2004-07-19
"912","F5","B8",1994,"Gewurztraminer",0.52,NA,NA,NA,"2004",632,"2.4 x 1.3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 Jun","original verasion date is ","original budburst date is 24-25 Apr","Lag.Phase.Date",2004-07-19
"913","F5","B9",1989,"Gewurztraminer",1.26,NA,NA,NA,"2004",1526,"2.4 x 1.3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 19-20 Jun","original verasion date is ","original budburst date is 24-25 Apr","Lag.Phase.Date",2004-07-19
"934","F1","B1",1994,"Merlot",0.91,1960,NA,NA,"2005",1515,"2.4 x 1.2","59.3",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 13-14 Jun","original verasion date is 21-Aug","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"935","F1","B2",1996,"Chardonnay",1.98,324,NA,NA,"2005",4000,"2.0 x 1.0","24.9",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is ","original budburst date is 23-Apr","Lag.Phase.Date",2005-07-20
"936","F1","B3",1982,"Optima",4.48,818,NA,NA,"2005",4833,"2.7 x 1.3","48.1",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 27-Apr","Lag.Phase.Date",2005-07-20
"937","F1","B4",1982,"Riesling",5.13,1395,NA,NA,"2005",5536,"2.7 x 1.3","55.8",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 Jun","original verasion date is ","original budburst date is 27-Apr","Lag.Phase.Date",2005-07-20
"938","F1","B5",1997,"Pinot Blanc",4.5,1655,NA,NA,"2005",6191,"2.1 x 1.4","87.1",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 17-Jun","original verasion date is ","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"939","F1","B6",1997,"Sauvignon Blanc",1.82,996,NA,NA,"2005",2500,"2.1 x 1.4","55.3",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 17-Jun","original verasion date is ","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"940","F1","B7",1975,"Chasselas",2.86,5240,NA,NA,"2005",2114,"3.0 x 2.1","75.9",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 20-21 Jun","original verasion date is ","original budburst date is ","Lag.Phase.Date",2005-07-20
"941","F2","B1",1987,"Riesling",2.86,2384,NA,NA,"2005",3078,"2.7 x 1.3","61.1",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-17 Jun","original verasion date is ","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"942","F2","B2",1998,"Merlot",3.27,1500,NA,NA,"2005",4500,"2.1 x 1.4","78.9",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Apr","original verasion date is 24-Aug","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"943","F2","B3",1975,"Chasselas",2.45,3115,NA,NA,"2005",1590,"3.0 x 2.1","103.8",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 20-21 Jun","original verasion date is ","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"944","","",NA,"T-bar",NA,6263,NA,NA,"2005",NA,"","65.9",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was ","original verasion date is ","original budburst date is ","Lag.Phase.Date",2005-07-20
"945","F2","B4",1987,"Chardonnay",1.42,3410,NA,NA,"2005",1532,"2.7 x 1.3","71",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-Jun","original verasion date is ","original budburst date is 23-Apr","Lag.Phase.Date",2005-07-20
"946","F2","B5",1993,"Chardonnay",0.48,3020,NA,NA,"2005",800,"2.4 x 1.2","62.9",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-Jun","original verasion date is ","original budburst date is 23-Apr","Lag.Phase.Date",2005-07-20
"947","F2","B6",1997,"Chenin Blanc",4.72,1425,NA,NA,"2005",6500,"2.1 x 1.4","118.7",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 16-Jun","original verasion date is ","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"948","F2","B7",1998,"Merlot",3.27,1768,NA,NA,"2005",4500,"2.1 x 1.4","93",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Jun","original verasion date is 26-Aug","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"949","F2","B8",1998,"Merlot",1.16,1390,NA,NA,"2005",1600,"2.1 x 1.4","69.5",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 14-15 Jun","original verasion date is 26-Aug","original budburst date is 26-Apr","Lag.Phase.Date",2005-07-20
"950","F2","B9",1998,"Gamay Noir",0.91,2172,NA,NA,"2005",1257,"2.1 x 1.4","94.4",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 12-Jun","original verasion date is 13-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2005-07-20
"952","F3","B2",1965,"Foch",1.25,2404,NA,NA,"2005",780,"3.1 x 2.1","24",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 31-May","original verasion date is ","original budburst date is 22-Apr","Lag.Phase.Date",2005-07-19
"953","F3","B3",1996,"Pinot Noir",2.47,1335,NA,NA,"2005",5000,"2.0 x 1.0","63.5",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-Jun","original verasion date is 19-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"954","F3","B4",1996,"Chardonnay",2.47,1784,NA,NA,"2005",5000,"2.0 x 1.0","99.1",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 11-12 Jun","original verasion date is ","original budburst date is 23-Apr","Lag.Phase.Date",2005-07-19
"955","F3","B5",1990,"Pinot Noir",0.91,1614,NA,NA,"2005",1103,"2.4 x 1.3","64.5",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 11-12 Jun","original verasion date is 13-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"956","F3","B6",1987,"Pinot Noir",0.5,1780,NA,NA,"2005",600,"2.4 x 1.3","71.2",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 11-12 Jun","original verasion date is 13-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"957","F3","B7",1987,"Pinot Noir",0.96,1810,NA,NA,"2005",1160,"2.4 x 1.3","62.4",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 11-12 Jun","original verasion date is 13-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"958","F3","B8",1975,"Pinot Noir",0.54,2136,NA,NA,"2005",631,"2.4 x 1.3","76.2",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 11-12 Jun","original verasion date is 13-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"959","F4","B1",1982,"Riesling",2.23,1390,NA,NA,"2005",2614,"2.4 x 1.3","51.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-16 Jun","original verasion date is ","original budburst date is 27-Apr","Lag.Phase.Date",2005-07-20
"961","F4","B3",1990,"Pinot Noir",2.71,1100,NA,NA,"2005",3279,"2.4 x 1.3","55",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 11-12 Jun","original verasion date is 11-Aug","original budburst date is 24-Apr","Lag.Phase.Date",2005-07-19
"962","F4","B4",1965,"Foch",1.6,5010,NA,NA,"2005",1339,"3.0 x 2.1","42",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 31-May","original verasion date is ","original budburst date is 22-Apr","Lag.Phase.Date",2005-07-19
"963","F4","B5",2003,"Cab Sauvignon",2.46,816,NA,NA,"2005",3920,"2.1 x 1.2","68",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-Jun","original verasion date is 26-Aug","original budburst date is 25-Apr","Lag.Phase.Date",2005-07-20
