Business Unit,Vineyard,Block,Variety,Pheno Stage,Date
Osoyoos,SF28-Retired01/04/18,B 28MEB (Retired 01/04/18),Merlot,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF28-Retired01/04/18,B 28MEB (Retired 01/04/18),Merlot,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF28-Retired01/04/18,A 28MEA (Retired 01/04/18),Merlot,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,F 03MEF (Retired Apr. 1St  2015),Merlot,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,C 03PBC,Pinot Blanc,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF03,A 03PNA (Retired Apr. 1St  2015),Pinot Noir,19. 16 Leaves Begin Flowering,14-06-05
Osoyoos,SF02,Q 02SZQ,Shiraz,20. 10% Cap Fall,14-06-06
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,20. 10% Cap Fall,14-06-06
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,21. 30% Cap Fall,14-06-06
Osoyoos,SF19,M 19MEM (Retired Apr. 1St  2015),Merlot,19. 16 Leaves Begin Flowering,14-06-09
Osoyoos,SF19,I 19MEI,Merlot,19. 16 Leaves Begin Flowering,14-06-09
Osoyoos,SF19,N 19MEN,Merlot,19. 16 Leaves Begin Flowering,14-06-09
Osoyoos,SF19,H 19VIH,Viognier,19. 16 Leaves Begin Flowering,14-06-09
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,19. 16 Leaves Begin Flowering,14-06-09
Osoyoos,SF19,I 19MEI,Merlot,29. Berries 4mm,14-06-25
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,29. Berries 4mm,14-06-25
Osoyoos,SF19,H 19VIH,Viognier,29. Berries 4mm,14-06-25
Osoyoos,SF19,F 19VIF,Viognier,29. Berries 4mm,14-06-25
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,32. Begin Bunch Close,14-07-14
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,32. Begin Bunch Close,14-07-14
Osoyoos,SF19,O 19SBO (Retired Apr. 1St  2015),Sauvignon Blanc,32. Begin Bunch Close,14-07-14
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,32. Begin Bunch Close,14-07-14
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,15-04-02
Osoyoos,SF28-Retired01/04/18,B 28MEB (Retired 01/04/18),Merlot,3. Woolly Bud,15-04-09
Osoyoos,SF28-Retired01/04/18,A 28MEA (Retired 01/04/18),Merlot,3. Woolly Bud,15-04-09
Osoyoos,SF03,G 03CFG (Retired Mar. 18  2016),Cabernet Franc,3. Woolly Bud,15-04-10
Osoyoos,SF03,C 03PBC,Pinot Blanc,3. Woolly Bud,15-04-10
Osoyoos,SF02,HB 02CFHB (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,15-04-10
Osoyoos,SF02,IC 02MEIC (Retired 01/04/18),Merlot,3. Woolly Bud,15-04-10
Osoyoos,SF02,IA 02MEIA (Retired 01/04/18),Merlot,3. Woolly Bud,15-04-10
Osoyoos,SF19,K 19MEK (Retired Mar. 18  2016),Merlot,3. Woolly Bud,15-04-14
Osoyoos,SF19,I 19MEI,Merlot,3. Woolly Bud,15-04-14
Osoyoos,SF28-Retired01/04/18,D 28SZD (Retired 01/04/18),Shiraz,3. Woolly Bud,15-04-16
Osoyoos,SF28-Retired01/04/18,C 28SZC (Retired 01/04/18),Shiraz,3. Woolly Bud,15-04-16
Osoyoos,SF02,IB 02MEIB,Merlot,3. Woolly Bud,15-04-21
Osoyoos,SF02,Q 02SZQ,Shiraz,4. Budburst,15-04-21
Osoyoos,SF02,P 02CAP (Retired Mar. 18  2016),Cabernet Sauvignon,3. Woolly Bud,15-04-21
Osoyoos,SF02,IA 02MEIA (Retired 01/04/18),Merlot,3. Woolly Bud,15-04-21
Osoyoos,SF02,M 02MEM (Retired Mar. 18  2016),Merlot,3. Woolly Bud,15-04-21
Osoyoos,SF02,G 02CAG (Retired Mar. 18  2016),Cabernet Sauvignon,4. Budburst,15-04-27
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,4. Budburst,15-04-27
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,26. Cap Fall Complete,15-06-04
Osoyoos,SF02,G 02CAG (Retired Mar. 18  2016),Cabernet Sauvignon,25. 80% Caps Off,15-06-04
Osoyoos,SF02,FB 02CAFB,Cabernet Sauvignon,25. 80% Caps Off,15-06-04
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,25. 80% Caps Off,15-06-04
Osoyoos,SF02,FA 02CAFA,Cabernet Sauvignon,25. 80% Caps Off,15-06-04
Osoyoos,SF02,IC 02MEIC (Retired 01/04/18),Merlot,26. Cap Fall Complete,15-06-05
Osoyoos,SF02,IB 02MEIB,Merlot,26. Cap Fall Complete,15-06-05
Osoyoos,SF02,IA 02MEIA (Retired 01/04/18),Merlot,26. Cap Fall Complete,15-06-05
Osoyoos,SF02,IC 02MEIC (Retired 01/04/18),Merlot,32. Begin Bunch Close,15-06-26
Osoyoos,SF02,IB 02MEIB,Merlot,32. Begin Bunch Close,15-06-26
Osoyoos,SF02,IB 02MEIB,Merlot,32. Begin Bunch Close,15-06-26
Osoyoos,SF21,F 21CFF,Cabernet Franc,37. Berries Not Ripe,15-09-08
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,37. Berries Not Ripe,15-09-08
Osoyoos,SF03,L 03CAL,Cabernet Sauvignon,37. Berries Not Ripe,15-09-08
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,3. Woolly Bud,16-04-06
Osoyoos,SF28-Retired01/04/18,E 28MEE (Retired 01/04/18),Merlot,3. Woolly Bud,16-04-06
Osoyoos,SF28-Retired01/04/18,F 28MEF (Retired 01/04/18),Merlot,3. Woolly Bud,16-04-06
Osoyoos,SF20,B 20SZB,Shiraz,3. Woolly Bud,16-04-07
Osoyoos,SF20,C 20PVC,Petit Verdot,3. Woolly Bud,16-04-07
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,3. Woolly Bud,16-04-11
Osoyoos,SF02,FB 02CAFB,Cabernet Sauvignon,3. Woolly Bud,16-04-11
Osoyoos,SF19,MA 19MEMA (Retired 02/04/17),Merlot,3. Woolly Bud,16-04-11
Osoyoos,SF02,HA 02CFHA (Retired 02/04/17),Cabernet Franc,4. Budburst,16-04-11
Osoyoos,SF19,J 19SBJ,Sauvignon Blanc,3. Woolly Bud,16-04-11
Osoyoos,SF19,MB 19MEMB (Retired 02/04/17),Merlot,3. Woolly Bud,16-04-11
Osoyoos,SF19,D 19MED,Merlot,3. Woolly Bud,16-04-11
Osoyoos,SF02,FA 02CAFA,Cabernet Sauvignon,3. Woolly Bud,16-04-11
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,3. Woolly Bud,16-04-11
Osoyoos,SF02,FA 02CAFA,Cabernet Sauvignon,3. Woolly Bud,16-04-11
Osoyoos,SF30,G 30MEG (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF33,B 33MBB (Retired Dec.1/16),Malbec,3. Woolly Bud,16-04-12
Osoyoos,SF30,C 30MEC (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF30,B 30MEB (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF31,D 31CAD (Retired Dec.1/16),Cabernet Sauvignon,3. Woolly Bud,16-04-12
Osoyoos,SF03,K 03CAK,Cabernet Sauvignon,3. Woolly Bud,16-04-12
Osoyoos,SF30,E 30CAE (Retired Dec.1/16),Cabernet Sauvignon,3. Woolly Bud,16-04-12
Osoyoos,SF30,I 30MEI (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF03,D 03PBD,Pinot Blanc,3. Woolly Bud,16-04-12
Osoyoos,SF30,G 30MEG (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF30,F 30MEF (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF03,E 03MEE,Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF03,J 03MEJ,Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF33,I 33SZI (Retired Dec.1/16),Syrah,3. Woolly Bud,16-04-12
Osoyoos,SF03,I 03MEI,Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,3. Woolly Bud,16-04-12
Osoyoos,SF20,B 20SZB,Shiraz,3. Woolly Bud,16-04-12
Osoyoos,SF30,D 30MED (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF30,A 30MEA (Retired Dec.1/16),Merlot,3. Woolly Bud,16-04-12
Osoyoos,SF33,H 33SZH (Retired Dec.1/16),Syrah,3. Woolly Bud,16-04-12
Osoyoos,SF33,C 33CAC (Retired Dec.1/16),Cabernet Sauvignon,3. Woolly Bud,16-04-15
Osoyoos,SF28-Retired01/04/18,D 28SZD (Retired 01/04/18),Shiraz,3. Woolly Bud,16-04-15
Osoyoos,SF02,E 02CHE,Chardonnay,17. 12 Leaves separated,16-05-09
Osoyoos,SF02,T 02CFT (Retired 02/04/17),Cabernet Franc,17. 12 Leaves separated,16-05-09
Osoyoos,SF02,GA 02CAGA,Cabernet Sauvignon,29. Berries 4mm,16-06-17
Osoyoos,SF02,E 02CHE,Chardonnay,4. Budburst,18-04-26
Osoyoos,SF02,D 02CHD,Chardonnay,4. Budburst,18-04-26
Osoyoos,SF02,CB 02CHCB,Chardonnay,4. Budburst,18-04-26
Osoyoos,SF02,T 02CFT,Cabernet Franc,4. Budburst,18-04-26
Osoyoos,SF02,Q 02SZQ,Shiraz,19. 16 Leaves Begin Flowering,18-04-30
Osoyoos,SF02,Q 02SZQ,Shiraz,19. 16 Leaves Begin Flowering,18-04-30
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,4. Budburst,18-05-01
Osoyoos,SF02,R 02SBR,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-22
Osoyoos,SF02,N 02SBN,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-22
Osoyoos,SF02,MA 02MEMA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,PB 02CAPB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,PB 02CAPB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,PA 02CAPA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,PA 02CAPA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,S 02CAS,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,T 02CFT,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,O 02CAO,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,CA 02CHCA,Chardonnay,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,CB 02CHCB,Chardonnay,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,MB 02MEMB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,MB 02MEMB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,MA 02MEMA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,A 21PVA,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,D 02CHD,Chardonnay,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,BB 02SBBB,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,B 21PVB,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,L 02MEL,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,GA 02CAGA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,FB 02CAFB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,BA 02SBBA,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,K 02SBK,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,JC 02MEJC,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,JB 02MEJB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,JA 02MEJA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,H 02CFH,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,CA 21PVCA,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,CB 21PVCB,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,D 21PVD,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,GB 02CAGB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,E 21SBE,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IC 02MEIC,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,F 21CFF,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IC 02MEIC,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IA 02MEIA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IB 02MEIB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IB 02MEIB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,IA 02MEIA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,A 02CAA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,GA 21CFGA,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF21,GB 21CFGB,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,FA 02CAFA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,A 30MEA,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,B 30MEB,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,C 30MEC,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,D 30MED,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,E 30CAE,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,F 30MEF,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,G 30MEG,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,H 30MEH,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF30,I 30MEI,Merlot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,A 31PVA,Petit Verdot,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,B 31CAB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,C 31CFC,Cabernet Franc,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,D 31CAD,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,E 31CAE,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,F 31MBF,Malbec,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,G 31CAG,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF31,H 31CAH,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF02,E 02CHE,Chardonnay,19. 16 Leaves Begin Flowering,18-05-30
Osoyoos,SF19,CB 19MECB,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,CB 19MECB,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,J 19SBJ,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,CA 19MECA,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,K 19MEK,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,CA 19MECA,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,K 19MEK,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,O 19SBO,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,L 19SBL,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,MA 19MEMA,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,MA 19MEMA,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,Q 19SBQ,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,MB 19MEMB,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF20,A 20CAA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,MB 19MEMB,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,O 19SBO,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,N 19MEN,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,N 19MEN,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,R 19SBR,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,G 19SBG,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,F 19VIF,Viognier,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,F 19VIF,Viognier,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,H 19VIH,Viognier,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,FA 03MEFA,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,FB 03MEFB,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF20,B 20SZB,Shiraz,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,P 19SBP,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,G 03CFG,Cabernet Franc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF20,C 20PVC,Petit Verdot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,H 19VIH,Viognier,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,J 03MEJ,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,HA 03CAHA,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,HB 03CAHB,Cabernet Sauvignon,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF28,A 28MEA (Retired 29/07/18),Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF28,B 28MEB (Retired 29/07/18),Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF28,E 28MEE (Retired 29/07/18),Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF28,F 28MEF (Retired 29/07/18),Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,E 19SBE,Sauvignon Blanc,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,I 19MEI,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF03,I 03MEI,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,I 19MEI,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,D 19MED,Merlot,19. 16 Leaves Begin Flowering,18-06-01
Osoyoos,SF19,D 19MED,Merlot,19. 16 Leaves Begin Flowering,18-06-01
